delta,t2,w2,s2,b2,p2
0.01,0.00584431137724551,0.0132694610778443,0.0233353293413174,0.00637125748502994,0.00588023952095808
0.02,0.000838323353293413,0.00331137724550898,0.00877844311377246,0.001,0.000850299401197605
0.03,0.000131736526946108,0.000952095808383234,0.00313173652694611,0.000137724550898204,0.000137724550898204
0.04,1.19760479041916e-05,0.000167664670658683,0.000970059880239521,1.19760479041916e-05,1.19760479041916e-05
0.05,0,6.58682634730539e-05,0.00029940119760479,0,0
0.06,0,4.19161676646707e-05,7.78443113772455e-05,0,0
0.07,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.08,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
