delta,t2,w2,s2,b2,p2
0.01,0.017688622754491,0.0196946107784431,0.0198083832335329,0.020497005988024,0.0170359281437126
0.02,0.00943712574850299,0.0104850299401198,0.0115149700598802,0.0108682634730539,0.00901796407185629
0.03,0.00459880239520958,0.00538323353293413,0.0065748502994012,0.00544311377245509,0.0042814371257485
0.04,0.00209580838323353,0.00244910179640719,0.00381437125748503,0.00252095808383234,0.00194610778443114
0.05,0.00107784431137725,0.00126946107784431,0.0022874251497006,0.00127544910179641,0.000976047904191617
0.06,0.000413173652694611,0.000502994011976048,0.00111976047904192,0.000497005988023952,0.000395209580838323
0.07,0.000155688622754491,0.000233532934131737,0.000736526946107784,0.000203592814371258,0.000149700598802395
0.08,7.18562874251497e-05,0.000119760479041916,0.000353293413173653,7.78443113772455e-05,6.58682634730539e-05
0.09,1.19760479041916e-05,1.19760479041916e-05,0.00011377245508982,1.19760479041916e-05,1.19760479041916e-05
0.1,0,5.98802395209581e-06,8.98203592814371e-05,5.98802395209581e-06,0
