delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0298383233532934,0.0386586826347305,0.0278203592814371,0.0386287425149701,0.0334790419161677,0.0184071856287425,0.0263532934131737,0.0168083832335329,0.0312754491017964,0.022562874251497
0.02,0.0627365269461078,0.0756287425149701,0.0541497005988024,0.0794670658682635,0.0692994011976048,0.0382694610778443,0.0501437125748503,0.031437125748503,0.0599940119760479,0.0448682634730539
0.03,0.114892215568862,0.133239520958084,0.0932215568862275,0.141413173652695,0.126137724550898,0.0727125748502994,0.0916586826347305,0.0554730538922156,0.108844311377246,0.0849940119760479
0.04,0.18611377245509,0.208155688622755,0.144047904191617,0.221586826347305,0.201179640718563,0.124353293413174,0.150101796407186,0.0923173652694611,0.176982035928144,0.141874251497006
0.05,0.271640718562874,0.296640718562874,0.206239520958084,0.315281437125749,0.290526946107784,0.192239520958084,0.223850299401198,0.136706586826347,0.260179640718563,0.214544910179641
0.06,0.373766467065868,0.399473053892216,0.282443113772455,0.423299401197605,0.39351497005988,0.279275449101796,0.315832335329341,0.199221556886228,0.360604790419162,0.306868263473054
0.07,0.470065868263473,0.497275449101796,0.361365269461078,0.521862275449102,0.490898203592814,0.368754491017964,0.408251497005988,0.266994011976048,0.456209580838323,0.397880239520958
0.08,0.561215568862275,0.58540119760479,0.435706586826347,0.612880239520958,0.579838323353294,0.457868263473054,0.495790419161677,0.336526946107784,0.547347305389222,0.486736526946108
0.09,0.644389221556886,0.665461077844311,0.511149700598802,0.693191616766467,0.661083832335329,0.54414371257485,0.582473053892216,0.409293413173653,0.630910179640719,0.572077844311377
0.1,0.714994011976048,0.731437125748503,0.577443113772455,0.758353293413174,0.728347305389222,0.621880239520958,0.653646706586826,0.477922155688623,0.702658682634731,0.645838323353293
