delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0742994011976048,0.112353293413174,0.115718562874252,0.0772994011976048,0.0762634730538922,0.0484610778443114,0.080940119760479,0.0898982035928144,0.0533353293413174,0.0508383233532934
0.02,0.22759880239521,0.277928143712575,0.242964071856287,0.234221556886228,0.231640718562874,0.165449101796407,0.214125748502994,0.190940119760479,0.177574850299401,0.170862275449102
0.03,0.459299401197605,0.499071856287425,0.418526946107784,0.467179640718563,0.464137724550898,0.37297005988024,0.419479041916168,0.35037125748503,0.390868263473054,0.380419161676647
0.04,0.669023952095808,0.689185628742515,0.583,0.677233532934132,0.673017964071856,0.587976047904192,0.617940119760479,0.513844311377246,0.605389221556886,0.594892215568862
0.05,0.819101796407186,0.82440119760479,0.717071856287425,0.825604790419162,0.821532934131737,0.758550898203593,0.771251497005988,0.655832335329341,0.772658682634731,0.763700598802395
0.06,0.909880239520958,0.91274251497006,0.826023952095808,0.914790419161677,0.911239520958084,0.871047904191617,0.878544910179641,0.779287425149701,0.880814371257485,0.874119760479042
0.07,0.955850299401198,0.956155688622754,0.893664670658683,0.958952095808383,0.956467065868264,0.933281437125748,0.936137724550898,0.861455089820359,0.939077844311377,0.934922155688623
0.08,0.979520958083832,0.978754491017964,0.931826347305389,0.98148502994012,0.97988622754491,0.966556886227545,0.966952095808383,0.907946107784431,0.969940119760479,0.96737125748503
0.09,0.990784431137724,0.989580838323353,0.955958083832335,0.991754491017964,0.990922155688623,0.983904191616766,0.982754491017964,0.939526946107785,0.985694610778443,0.984197604790419
0.1,0.995526946107784,0.995275449101796,0.974293413173653,0.996017964071856,0.995544910179641,0.992233532934132,0.991778443113773,0.96311377245509,0.993089820359281,0.99240119760479
