delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.027185628742515,0.029377245508982,0.0315149700598802,0.0299940119760479,0.026622754491018,0.0163952095808383,0.0178682634730539,0.0241676646706587,0.0191736526946108,0.0160538922155689
0.02,0.0669161676646707,0.0682395209580838,0.0627305389221557,0.0716646706586826,0.0656107784431138,0.0410898203592814,0.0419580838323353,0.0422634730538922,0.0462455089820359,0.0402574850299401
0.03,0.135874251497006,0.135053892215569,0.116191616766467,0.143964071856287,0.13402994011976,0.089437125748503,0.0890299401197605,0.081125748502994,0.0991796407185629,0.0881736526946108
0.04,0.234586826347305,0.229389221556886,0.187946107784431,0.245946107784431,0.232185628742515,0.166059880239521,0.16277245508982,0.135479041916168,0.18011377245509,0.164520958083832
0.05,0.363413173652695,0.352095808383234,0.283670658682635,0.37759880239521,0.360616766467066,0.275958083832335,0.267353293413174,0.21622754491018,0.294550898203593,0.27422754491018
0.06,0.501982035928144,0.488682634730539,0.393568862275449,0.517131736526946,0.499520958083832,0.409353293413174,0.39414371257485,0.316269461077844,0.430407185628743,0.407317365269461
0.07,0.635634730538922,0.618407185628743,0.505562874251497,0.64997005988024,0.63325748502994,0.543946107784431,0.526059880239521,0.423239520958084,0.566053892215569,0.541922155688623
0.08,0.749526946107785,0.732455089820359,0.612,0.761844311377246,0.747311377245509,0.669616766467066,0.650185628742515,0.532766467065868,0.689077844311377,0.667550898203593
0.09,0.837814371257485,0.821155688622755,0.702047904191617,0.847491017964072,0.835958083832335,0.774568862275449,0.755281437125749,0.630089820359281,0.790688622754491,0.772778443113772
0.1,0.899095808383234,0.885502994011976,0.775904191616767,0.905934131736527,0.897724550898204,0.852047904191617,0.834389221556886,0.713934131736527,0.86437125748503,0.85048502994012
