delta,t2,w2,s2,b2,p2
0.01,0.0147664670658683,0.0165748502994012,0.0147784431137725,0.019251497005988,0.015125748502994
0.02,0.00562874251497006,0.00692215568862275,0.00702395209580838,0.00778443113772455,0.00578443113772455
0.03,0.00278443113772455,0.0035748502994012,0.00388023952095808,0.00380239520958084,0.00283233532934132
0.04,0.00138323353293413,0.00162874251497006,0.00204790419161677,0.00192215568862275,0.00140718562874251
0.05,0.00062874251497006,0.000958083832335329,0.00146706586826347,0.000976047904191617,0.000652694610778443
0.06,0.000407185628742515,0.00051497005988024,0.000868263473053892,0.000610778443113772,0.000419161676646707
0.07,0.000215568862275449,0.000365269461077844,0.000694610778443114,0.000347305389221557,0.000233532934131737
0.08,0.000143712574850299,0.00025748502994012,0.000497005988023952,0.000167664670658683,0.000137724550898204
0.09,7.18562874251497e-05,0.000107784431137725,0.000305389221556886,0.000107784431137725,7.18562874251497e-05
0.1,4.19161676646707e-05,6.58682634730539e-05,0.000251497005988024,5.38922155688623e-05,4.19161676646707e-05
