delta,t2,w2,s2,b2,p2
0.01,0.00547305389221557,0.012622754491018,0.0197544910179641,0.00585029940119761,0.00550299401197605
0.02,0.00110778443113772,0.00361676646706587,0.00674850299401198,0.00119760479041916,0.00111976047904192
0.03,0.000287425149700599,0.00150898203592814,0.00267664670658683,0.000317365269461078,0.000293413173652695
0.04,4.79041916167665e-05,0.000508982035928144,0.00123353293413174,5.98802395209581e-05,4.79041916167665e-05
0.05,2.9940119760479e-05,0.00018562874251497,0.000574850299401198,2.9940119760479e-05,2.9940119760479e-05
0.06,5.98802395209581e-06,0.000101796407185629,0.000293413173652695,5.98802395209581e-06,5.98802395209581e-06
0.07,0,5.38922155688623e-05,0.000167664670658683,0,0
0.08,0,0,0,0,0
0.09,0,5.98802395209581e-06,1.79640718562874e-05,0,0
0.1,0,5.98802395209581e-06,2.39520958083832e-05,0,0
