delta,t2,w2,s2,b2,p2
0.01,0.00936526946107785,0.0139041916167665,0.0165868263473054,0.0107425149700599,0.00941916167664671
0.02,0.00279041916167665,0.00458682634730539,0.00664071856287425,0.0031497005988024,0.00280838323353293
0.03,0.000964071856287425,0.00198802395209581,0.00350898203592814,0.00117964071856287,0.000976047904191617
0.04,0.000407185628742515,0.00110179640718563,0.00188023952095808,0.000485029940119761,0.000407185628742515
0.05,0.000167664670658683,0.000592814371257485,0.00119760479041916,0.000197604790419162,0.000167664670658683
0.06,4.79041916167665e-05,0.000239520958083832,0.000604790419161677,5.38922155688623e-05,4.79041916167665e-05
0.07,3.59281437125749e-05,0.000179640718562874,0.000377245508982036,3.59281437125749e-05,3.59281437125749e-05
0.08,0,5.98802395209581e-05,0.000329341317365269,0,0
0.09,5.98802395209581e-06,6.58682634730539e-05,0.000179640718562874,1.19760479041916e-05,5.98802395209581e-06
0.1,0,5.98802395209581e-06,0.000131736526946108,0,0
