delta,t2,w2,s2,b2,p2
0.01,0.017185628742515,0.0189161676646707,0.0167425149700599,0.0222814371257485,0.0175149700598802
0.02,0.00680838323353293,0.00761676646706587,0.00810179640718563,0.0090059880239521,0.00687425149700599
0.03,0.00295808383233533,0.00364071856287425,0.00437724550898204,0.00404191616766467,0.00301796407185629
0.04,0.0011437125748503,0.00146107784431138,0.00219161676646707,0.00158083832335329,0.00116766467065868
0.05,0.000562874251497006,0.00070059880239521,0.0012814371257485,0.000724550898203593,0.000568862275449102
0.06,0.000173652694610778,0.000233532934131737,0.000712574850299401,0.000251497005988024,0.000173652694610778
0.07,8.38323353293413e-05,8.98203592814371e-05,0.000395209580838323,0.00011377245508982,8.38323353293413e-05
0.08,5.98802395209581e-05,9.58083832335329e-05,0.000233532934131737,7.18562874251497e-05,5.98802395209581e-05
0.09,1.79640718562874e-05,2.39520958083832e-05,0.000137724550898204,2.9940119760479e-05,1.79640718562874e-05
0.1,0,1.19760479041916e-05,7.18562874251497e-05,1.79640718562874e-05,5.98802395209581e-06
