delta,t2,w2,s2,b2,p2
0.01,0.000383233532934132,0.00197604790419162,0.00427544910179641,0.000461077844311377,0.00044311377245509
0.02,0.00011377245508982,0.000532934131736527,0.00140119760479042,0.000119760479041916,0.00011377245508982
0.03,5.98802395209581e-06,0.000233532934131737,0.000652694610778443,1.19760479041916e-05,1.19760479041916e-05
0.04,0,2.39520958083832e-05,0.000191616766467066,0,0
0.05,0,2.39520958083832e-05,9.58083832335329e-05,0,0
0.06,0,5.98802395209581e-06,4.79041916167665e-05,0,0
0.07,0,0,1.19760479041916e-05,0,0
0.08,0,0,0,0,0
0.09,0,0,1.19760479041916e-05,0,0
0.1,0,0,1.19760479041916e-05,0,0
