delta,t2,w2,s2,b2,p2
0.01,0.00159880239520958,0.00233532934131737,0.00156287425149701,0.00340718562874252,0.00197005988023952
0.02,0.000502994011976048,0.000754491017964072,0.000646706586826347,0.00111976047904192,0.000586826347305389
0.03,0.000233532934131737,0.000335329341317365,0.000275449101796407,0.000479041916167665,0.00025748502994012
0.04,7.18562874251497e-05,0.00011377245508982,0.000149700598802395,0.000191616766467066,0.000107784431137725
0.05,3.59281437125749e-05,4.79041916167665e-05,6.58682634730539e-05,7.18562874251497e-05,4.19161676646707e-05
0.06,5.98802395209581e-06,2.39520958083832e-05,3.59281437125749e-05,5.98802395209581e-06,5.98802395209581e-06
0.07,1.19760479041916e-05,1.19760479041916e-05,2.9940119760479e-05,1.19760479041916e-05,1.19760479041916e-05
0.08,0,0,2.39520958083832e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,5.98802395209581e-06,0,0
