delta,t2,w2,s2,b2,p2
0.01,0.00123353293413174,0.00270658682634731,0.004,0.00176047904191617,0.00140718562874251
0.02,0.000323353293413174,0.000670658682634731,0.00137724550898204,0.000485029940119761,0.000365269461077844
0.03,8.38323353293413e-05,0.000191616766467066,0.000520958083832335,0.000119760479041916,8.98203592814371e-05
0.04,4.19161676646707e-05,9.58083832335329e-05,0.000251497005988024,5.38922155688623e-05,4.19161676646707e-05
0.05,5.98802395209581e-06,1.79640718562874e-05,0.000125748502994012,1.19760479041916e-05,1.19760479041916e-05
0.06,0,0,2.39520958083832e-05,0,0
0.07,5.98802395209581e-06,0,4.79041916167665e-05,5.98802395209581e-06,5.98802395209581e-06
0.08,0,0,5.98802395209581e-06,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
