delta,t2,w2,s2,b2,p2
0.01,0.000748502994011976,0.0031437125748503,0.00650299401197605,0.000874251497005988,0.000772455089820359
0.02,0.000131736526946108,0.000562874251497006,0.00191017964071856,0.000167664670658683,0.000131736526946108
0.03,4.79041916167665e-05,0.000131736526946108,0.000790419161676647,5.38922155688623e-05,4.79041916167665e-05
0.04,0,2.9940119760479e-05,0.000245508982035928,0,0
0.05,0,0,6.58682634730539e-05,0,0
0.06,0,0,1.79640718562874e-05,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
