delta,t2,w2,s2,b2,p2
0.01,0.000586826347305389,0.00206586826347305,0.00564670658682635,0.000670658682634731,0.000622754491017964
0.02,7.78443113772455e-05,0.000479041916167665,0.00215568862275449,9.58083832335329e-05,8.38323353293413e-05
0.03,5.98802395209581e-06,0.000107784431137725,0.000820359281437126,5.98802395209581e-06,5.98802395209581e-06
0.04,0,3.59281437125749e-05,0.000251497005988024,0,0
0.05,0,0,0.00011377245508982,0,0
0.06,0,0,4.19161676646707e-05,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,1.19760479041916e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
