delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0871676646706587,0.0883532934131737,0.0737005988023952,0.0942395209580838,0.0839401197604791,0.0593652694610778,0.0607844311377246,0.054688622754491,0.0682335329341317,0.0569221556886228
0.02,0.142311377245509,0.141508982035928,0.11374251497006,0.152173652694611,0.137640718562874,0.089059880239521,0.0888562874251497,0.0730658682634731,0.101203592814371,0.0853173652694611
0.03,0.214491017964072,0.211958083832335,0.169407185628743,0.226682634730539,0.208269461077844,0.137940119760479,0.136820359281437,0.107922155688623,0.152862275449102,0.133359281437126
0.04,0.301862275449102,0.296538922155689,0.233323353293413,0.316137724550898,0.294538922155689,0.202532934131737,0.197676646706587,0.153305389221557,0.22188622754491,0.19677245508982
0.05,0.400754491017964,0.392161676646707,0.306904191616767,0.417005988023952,0.393179640718563,0.285574850299401,0.277491017964072,0.211359281437126,0.308443113772455,0.278610778443114
0.06,0.505670658682635,0.494556886227545,0.393281437125749,0.522604790419162,0.498197604790419,0.382640718562874,0.371538922155689,0.285353293413174,0.407502994011976,0.375239520958084
0.07,0.604988023952096,0.593059880239521,0.480688622754491,0.621359281437126,0.597982035928144,0.481287425149701,0.469281437125749,0.365946107784431,0.507814371257485,0.474065868263473
0.08,0.696544910179641,0.684802395209581,0.566263473053892,0.711197604790419,0.690299401197605,0.580173652694611,0.566137724550898,0.449538922155689,0.605700598802395,0.572802395209581
0.09,0.770808383233533,0.758550898203593,0.638622754491018,0.783425149700599,0.765203592814371,0.666706586826347,0.651874251497006,0.526580838323353,0.689760479041916,0.659670658682635
0.1,0.834,0.821167664670659,0.710059880239521,0.844179640718563,0.829700598802395,0.746161676646707,0.730562874251497,0.605071856287425,0.765940119760479,0.740508982035928
