delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0783053892215569,0.0875149700598802,0.104191616766467,0.0815688622754491,0.0782275449101796,0.0562215568862276,0.0638323353293413,0.089377245508982,0.0605508982035928,0.0564790419161677
0.02,0.120269461077844,0.130065868263473,0.13922754491018,0.124497005988024,0.120263473053892,0.0761676646706587,0.0846347305389222,0.105323353293413,0.0815508982035928,0.0765029940119761
0.03,0.172676646706587,0.183449101796407,0.185898203592814,0.178419161676647,0.172604790419162,0.108407185628743,0.118011976047904,0.134832335329341,0.115233532934132,0.108916167664671
0.04,0.237718562874252,0.248982035928144,0.236455089820359,0.244688622754491,0.237706586826347,0.154329341317365,0.163802395209581,0.169904191616766,0.162323353293413,0.154682634730539
0.05,0.315838323353293,0.326413173652695,0.299359281437126,0.324065868263473,0.315874251497006,0.215640718562874,0.224538922155689,0.217287425149701,0.225119760479042,0.21625748502994
0.06,0.398916167664671,0.409047904191617,0.36497005988024,0.407790419161677,0.398988023952096,0.284988023952096,0.29377245508982,0.272407185628743,0.296185628742515,0.285580838323353
0.07,0.489766467065868,0.49651497005988,0.439706586826347,0.498245508982036,0.48962874251497,0.367,0.375083832335329,0.339137724550898,0.379706586826347,0.367652694610778
0.08,0.578383233532934,0.584850299401198,0.510724550898204,0.587161676646707,0.578293413173653,0.453502994011976,0.461317365269461,0.404826347305389,0.467167664670659,0.454299401197605
0.09,0.659179640718563,0.661946107784431,0.577233532934132,0.667610778443114,0.65925748502994,0.539245508982036,0.543491017964072,0.469359281437126,0.552131736526946,0.539826347305389
0.1,0.736544910179641,0.738275449101796,0.648311377245509,0.744215568862276,0.73659880239521,0.625784431137725,0.627658682634731,0.545275449101796,0.638712574850299,0.626467065868264
