delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0981796407185629,0.0996646706586826,0.0736467065868263,0.109784431137725,0.0973473053892216,0.082059880239521,0.081125748502994,0.0629101796407186,0.101952095808383,0.0815329341317365
0.02,0.11977245508982,0.121586826347305,0.089502994011976,0.133221556886228,0.118784431137725,0.0881916167664671,0.0867365269461078,0.0676706586826347,0.109125748502994,0.0879640718562874
0.03,0.144730538922156,0.146125748502994,0.107107784431138,0.160161676646707,0.143646706586826,0.0980838323353293,0.0972574850299401,0.0756167664670659,0.120275449101796,0.0974850299401198
0.04,0.174419161676647,0.175760479041916,0.128137724550898,0.191688622754491,0.173407185628743,0.111449101796407,0.110311377245509,0.0852215568862275,0.135640718562874,0.110694610778443
0.05,0.205041916167665,0.205221556886228,0.150341317365269,0.223868263473054,0.203766467065868,0.130101796407186,0.128676646706587,0.0990898203592814,0.156622754491018,0.129544910179641
0.06,0.237832335329341,0.237640718562874,0.174808383233533,0.258479041916168,0.236089820359281,0.151035928143713,0.149239520958084,0.113305389221557,0.179407185628743,0.150161676646707
0.07,0.275652694610778,0.276179640718563,0.204497005988024,0.297508982035928,0.274137724550898,0.177550898203593,0.174053892215569,0.133479041916168,0.207652694610778,0.176544910179641
0.08,0.312820359281437,0.312269461077844,0.231347305389222,0.336826347305389,0.310766467065868,0.204760479041916,0.20214371257485,0.151784431137725,0.236538922155689,0.203407185628743
0.09,0.352269461077844,0.350239520958084,0.26051497005988,0.377604790419162,0.350407185628743,0.233700598802395,0.229035928143713,0.17222754491018,0.269353293413174,0.23225748502994
0.1,0.395005988023952,0.39259880239521,0.296181414259966,0.421071856287425,0.39288622754491,0.268329341317365,0.263760479041916,0.199599997604776,0.306155688622755,0.266610778443114
