delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.213119760479042,0.236712574850299,0.201203592814371,0.220532934131737,0.212083832335329,0.146622754491018,0.176904191616766,0.159035928143713,0.159748502994012,0.147940119760479
0.02,0.351167664670659,0.361868263473054,0.294293413173653,0.360952095808383,0.34951497005988,0.244784431137725,0.264928143712575,0.221437125748503,0.261443113772455,0.246005988023952
0.03,0.493425149700599,0.493473053892216,0.392796407185629,0.504449101796407,0.491497005988024,0.367293413173653,0.375467065868263,0.300706586826347,0.387245508982036,0.368437125748503
0.04,0.632694610778443,0.62474251497006,0.500790419161677,0.643562874251497,0.631179640718563,0.503269461077844,0.502455089820359,0.394754491017964,0.524377245508982,0.504221556886228
0.05,0.748185628742515,0.732760479041916,0.59785628742515,0.757347305389222,0.746634730538922,0.63459880239521,0.623952095808383,0.492107784431138,0.65348502994012,0.635491017964072
0.06,0.835491017964072,0.819269461077844,0.684826347305389,0.842724550898204,0.834550898203593,0.742820359281437,0.727568862275449,0.583377245508982,0.759604790419162,0.743586826347305
0.07,0.895898203592814,0.882299401197605,0.760538922155689,0.901275449101796,0.895347305389222,0.825568862275449,0.810137724550898,0.668173652694611,0.838173652694611,0.826023952095808
0.08,0.93734131736527,0.925790419161677,0.821622754491018,0.941083832335329,0.936964071856287,0.887520958083832,0.873820359281437,0.742251497005988,0.897053892215569,0.887820359281437
0.09,0.963700598802395,0.955137724550898,0.868904191616766,0.96611377245509,0.963520958083832,0.930137724550898,0.91911377245509,0.802874251497006,0.936652694610778,0.930353293413174
0.1,0.978766467065868,0.973622754491018,0.906736526946108,0.980287425149701,0.978652694610778,0.956838323353293,0.948640718562874,0.852419161676647,0.960994011976048,0.956922155688623
